review_text,sentiment_label,sentiment_score,identified_theme
very busy I don't know why... I prefer 889,NEGATIVE,0.9991938471794128,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",NEGATIVE,0.9966771602630615,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,NEGATIVE,0.9986202716827393,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
hojii bonsaadha,POSITIVE,0.9568660259246826,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
ok,POSITIVE,0.9997851252555847,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
user-friendly apps.because this app is easy.,POSITIVE,0.9554508328437805,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
Awosome!!!,POSITIVE,0.6944942474365234,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
"Very good app,",POSITIVE,0.9998691082000732,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
sync problem may 22 2025 but the date stack on may 8 2025 help pls,NEGATIVE,0.992516815662384,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,POSITIVE,0.9997020363807678,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
I hate this app 😒,NEGATIVE,0.9996378421783447,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
trustful,POSITIVE,0.9998213648796082,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
I like,POSITIVE,0.9998149275779724,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
update issue,POSITIVE,0.5473281145095825,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
its not working over safari network,NEGATIVE,0.9991377592086792,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
oldie,NEGATIVE,0.6663179397583008,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
it doesn't work,NEGATIVE,0.9997813105583191,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
"This app is good, and we are using it well",POSITIVE,0.999855637550354,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
very nice 👌 app for android phone,POSITIVE,0.9994401335716248,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
Yes Yes,POSITIVE,0.9997482895851135,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
በጣም ከርፋፋ,NEGATIVE,0.7850579619407654,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
easy to use helpful in my life,POSITIVE,0.9981144666671753,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
good 👍,POSITIVE,0.9998576641082764,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
the best mobile banking app,POSITIVE,0.9998278617858887,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
"this app is very useful app,it saves time,and it is secure",POSITIVE,0.9992597699165344,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
ok,POSITIVE,0.9997851252555847,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
it's a good application 👍,POSITIVE,0.9998123049736023,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,NEGATIVE,0.9997513890266418,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
poor service,NEGATIVE,0.9996534585952759,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
amazing,POSITIVE,0.999875545501709,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
it is reliable and easy to use.,POSITIVE,0.9998389482498169,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
the most annoying mobile banking app I've ever seen,NEGATIVE,0.9994208812713623,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
Cbe mobile banking,POSITIVE,0.8304276466369629,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
"i can't make Screenshout in this app, please made modification",NEGATIVE,0.9966920614242554,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
Best app I loved it,POSITIVE,0.999849796295166,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
nice app,POSITIVE,0.9998061060905457,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
wow,POSITIVE,0.999592125415802,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
Amazing applicatiom sometimes doesnt work!,NEGATIVE,0.6448807716369629,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
well satisfied with this beautiful app,POSITIVE,0.9998588562011719,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
very good,POSITIVE,0.9998520612716675,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
best app.,POSITIVE,0.999774158000946,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
"not working,why???",NEGATIVE,0.9995881915092468,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,NEGATIVE,0.9841781258583069,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,NEGATIVE,0.9996201992034912,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
woxe harimo ribiso,NEGATIVE,0.9374374151229858,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
"Good ,easy to use",POSITIVE,0.9998592138290405,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
Good app,POSITIVE,0.9998493194580078,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
Good job👍,POSITIVE,0.9998576641082764,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",POSITIVE,0.9939067959785461,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,NEGATIVE,0.9474117159843445,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
customer service is bad nothing is good about this bank,NEGATIVE,0.9996613264083862,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,NEGATIVE,0.992915153503418,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
fast and simple easy to use 👌,POSITIVE,0.9984942674636841,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
The fastest transferring app I ever had its so reliable,POSITIVE,0.9844427704811096,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",NEGATIVE,0.9986681938171387,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
it's easy and fast,POSITIVE,0.9995684027671814,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
This app don't have self activation only you have to look near cbe branch that's disgusting,NEGATIVE,0.9960438013076782,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,POSITIVE,0.999572217464447,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
wow best application ever,POSITIVE,0.9997984766960144,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",NEGATIVE,0.9997019171714783,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
Best,POSITIVE,0.9997941851615906,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
the pride of Ethiopian bank 🏦,POSITIVE,0.999118983745575,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
why the app telling me to turn of developer options please fix it.,NEGATIVE,0.9990994930267334,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,POSITIVE,0.9976927042007446,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
good,POSITIVE,0.9998161196708679,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
amazing apps,POSITIVE,0.9998716115951538,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
All service of Mobile Banking,POSITIVE,0.8924255967140198,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
needs improvement,NEGATIVE,0.9966731071472168,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
i miss the old one i couldn't send my mony to other bank..,NEGATIVE,0.995843231678009,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,NEGATIVE,0.9984410405158997,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
good but these week not oky,NEGATIVE,0.955415666103363,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
well designed! Fixing bugs & two step verification with biometric... simply it's great!,POSITIVE,0.9998049139976501,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,NEGATIVE,0.9975224137306213,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",POSITIVE,0.8991115093231201,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
CBE mobilr bankg,POSITIVE,0.8703048229217529,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
wow,POSITIVE,0.999592125415802,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
verygood,POSITIVE,0.9988996982574463,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
ممتاز جدا,NEGATIVE,0.8031753301620483,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
it's very low quality application,NEGATIVE,0.9996594190597534,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
Very Amazing Apps,POSITIVE,0.9998774528503418,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
አዛ,NEGATIVE,0.6970561146736145,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
wow simple life,POSITIVE,0.9997076392173767,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
it's nice,POSITIVE,0.9998672008514404,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
Why stacked sometimes,NEGATIVE,0.9941051006317139,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
okay 👍 but sometimes busy,NEGATIVE,0.8515547513961792,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
the worst commercial company that fails to do even the most normal things again and and again.,NEGATIVE,0.9997990727424622,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
Very good app. but disappointed by general cessation of system.,NEGATIVE,0.9981188178062439,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
Good and fast,POSITIVE,0.9998561143875122,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
Unreliable!,NEGATIVE,0.9997379183769226,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
Best the best fast,POSITIVE,0.9998427629470825,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
happy,POSITIVE,0.9998753070831299,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
fast and reliable,POSITIVE,0.9998595714569092,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
network errorrrrrr,NEGATIVE,0.9978076815605164,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,NEGATIVE,0.9982808828353882,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
its good and simple to use,POSITIVE,0.9998610019683838,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
worest app like that bank for security and network access,NEGATIVE,0.9927296042442322,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
it's the best app i,POSITIVE,0.999834418296814,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
not bad not good,NEGATIVE,0.9715349674224854,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
its very nice,POSITIVE,0.9998526573181152,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
do not work this week,NEGATIVE,0.9977602958679199,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
It crashes frequently,NEGATIVE,0.9993256330490112,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
the best,POSITIVE,0.9998332262039185,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
"I can simply describe this app as ""Making all your work easier"".",POSITIVE,0.8382560610771179,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
goid,NEGATIVE,0.7086988091468811,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
best appearance,POSITIVE,0.9996986389160156,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
it's very good 👍 app,POSITIVE,0.999859094619751,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
I need support you,NEGATIVE,0.9881442785263062,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
the worst Mobile banking i have ever seen in my life,NEGATIVE,0.9997807145118713,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
super,POSITIVE,0.998783528804779,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
ጠጀጨገጀ።ጀገ,NEGATIVE,0.8337247967720032,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
i like the app,POSITIVE,0.9994398951530457,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
the Best,POSITIVE,0.9998332262039185,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
to other bank is bad,NEGATIVE,0.9997149109840393,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
tank's,NEGATIVE,0.9855976700782776,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
its good but add more features such like. bank statement showing,POSITIVE,0.9881664514541626,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
it is so nice,POSITIVE,0.9998714923858643,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
Very Good👍,POSITIVE,0.8243648409843445,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",NEGATIVE,0.9995972514152527,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
"wow, amazing app",POSITIVE,0.9998503923416138,"Feature Requests, Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
